,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other,Broadband (%),GEO ID
2515,"Newton County, Texas",14187.0,11112.0,3065.0,189.0,12.0,0.0,0.0,0.50588232,0500000US48351
2516,"Panola County, Texas",23574.0,19239.0,3974.0,116.0,182.0,38.0,303.0,0.58048785,0500000US48365
2517,"Reeves County, Texas",14791.0,11672.0,775.0,223.0,198.0,8.0,2123.0,0.58749998,0500000US48389
2518,"Sabine County, Texas",10429.0,9508.0,921.0,83.0,10.0,0.0,98.0,0.46067417,0500000US48403
2519,"Sherman County, Texas",3067.0,2849.0,32.0,25.0,0.0,0.0,229.0,0.80000001,0500000US48421
2520,"Swisher County, Texas",7541.0,6531.0,650.0,426.0,18.0,5.0,301.0,0.60000002,0500000US48437
2521,"Hunt County, Texas",90322.0,73021.0,7927.0,1333.0,1507.0,236.0,8405.0,0.85083634,0500000US48231
2522,"Camp County, Texas",12670.0,9322.0,2264.0,98.0,130.0,66.0,1119.0,0.47572815,0500000US48063
2523,"Hansford County, Texas",5532.0,5154.0,17.0,9.0,0.0,0.0,408.0,0.57575756,0500000US48195
2524,"Guadalupe County, Texas",150889.0,113596.0,13650.0,1859.0,3892.0,437.0,22665.0,0.89152551,0500000US48187
2525,"Clay County, Texas",10369.0,10013.0,71.0,313.0,62.0,0.0,135.0,0.56140351,0500000US48077
2526,"Hartley County, Texas",5821.0,5065.0,599.0,104.0,81.0,0.0,241.0,0.60000002,0500000US48205
2527,"Hill County, Texas",35098.0,31328.0,2569.0,721.0,235.0,79.0,833.0,0.51903117,0500000US48217
2528,"Limestone County, Texas",23480.0,18149.0,4315.0,381.0,185.0,0.0,735.0,0.5925925999999999,0500000US48293
2529,"Nacogdoches County, Texas",65411.0,51152.0,12447.0,971.0,1231.0,83.0,942.0,0.82158387,0500000US48347
2530,"Parmer County, Texas",9871.0,8708.0,209.0,158.0,37.0,23.0,1038.0,0.4642857,0500000US48369
2531,"Parker County, Texas",125963.0,120009.0,2285.0,2130.0,1172.0,135.0,2840.0,0.85025018,0500000US48367
2532,"Presidio County, Texas",7191.0,6544.0,0.0,77.0,358.0,0.0,212.0,0.51282048,0500000US48377
2533,"Val Verde County, Texas",48976.0,46017.0,1012.0,271.0,515.0,48.0,2026.0,0.48802394,0500000US48465
2534,"Culberson County, Texas",2257.0,1915.0,8.0,30.0,10.0,0.0,328.0,0.6111111,0500000US48109
2535,"Ector County, Texas",155744.0,132567.0,9341.0,2251.0,2011.0,62.0,14419.0,0.88111496,0500000US48135
2536,"Garza County, Texas",6739.0,5780.0,345.0,42.0,38.0,51.0,613.0,0.39393941,0500000US48169
2537,"Glasscock County, Texas",1420.0,1096.0,0.0,0.0,0.0,0.0,324.0,0.41666669,0500000US48173
2538,"Grimes County, Texas",27358.0,21626.0,4660.0,658.0,55.0,6.0,1015.0,0.45145631,0500000US48185
2539,"Travis County, Texas",1176584.0,914433.0,111480.0,15764.0,88926.0,2308.0,84851.0,0.87222868,0500000US48453
2540,"Collin County, Texas",914075.0,674340.0,95027.0,11037.0,136080.0,1821.0,26674.0,0.93116724,0500000US48085
2541,"Angelina County, Texas",87700.0,69998.0,13903.0,1241.0,1031.0,50.0,3505.0,0.85792398,0500000US48005
2542,"Collingsworth County, Texas",3026.0,2399.0,170.0,155.0,4.0,0.0,384.0,0.56,0500000US48087
2543,"Cottle County, Texas",1498.0,1230.0,174.0,13.0,0.0,0.0,110.0,0.64285713,0500000US48101
2544,"Hays County, Texas",194843.0,175484.0,9074.0,2724.0,4145.0,458.0,9214.0,0.8602581,0500000US48209
2545,"Lamb County, Texas",13368.0,11953.0,805.0,162.0,131.0,3.0,663.0,0.59836066,0500000US48279
2546,"Lipscomb County, Texas",3495.0,3201.0,59.0,61.0,63.0,1.0,254.0,0.44,0500000US48295
2547,"Matagorda County, Texas",36744.0,28434.0,4347.0,617.0,918.0,42.0,3509.0,0.3935743,0500000US48321
2548,"Pecos County, Texas",15804.0,12730.0,710.0,118.0,76.0,17.0,2249.0,0.56565654,0500000US48371
2549,"Robertson County, Texas",16727.0,12964.0,3388.0,196.0,137.0,18.0,302.0,0.5,0500000US48395
2550,"Rockwall County, Texas",90414.0,80166.0,6288.0,1025.0,3166.0,21.0,2803.0,0.9264589,0500000US48397
2551,"Rusk County, Texas",53026.0,42879.0,9416.0,581.0,297.0,31.0,816.0,0.55826557,0500000US48401
2552,"Taylor County, Texas",135371.0,108749.0,11956.0,1831.0,3561.0,123.0,13237.0,0.77659035,0500000US48441
2553,"Throckmorton County, Texas",1541.0,1534.0,4.0,7.0,15.0,0.0,0.0,0.21428572,0500000US48447
2554,"Trinity County, Texas",14481.0,12773.0,1467.0,179.0,52.0,0.0,267.0,0.45038167,0500000US48455
2555,"Walker County, Texas",70818.0,52742.0,16556.0,478.0,1276.0,30.0,751.0,0.836752,0500000US48471
2556,"Wood County, Texas",43315.0,39404.0,2656.0,596.0,65.0,34.0,1159.0,0.52737749,0500000US48499
2557,"Bandera County, Texas",21316.0,20667.0,213.0,1092.0,159.0,0.0,188.0,0.53591162,0500000US48019
2558,"Aransas County, Texas",24832.0,22736.0,495.0,853.0,808.0,28.0,1170.0,0.52755904,0500000US48007
2559,"Childress County, Texas",7064.0,5932.0,559.0,108.0,160.0,242.0,175.0,0.47457626,0500000US48075
2560,"Cochran County, Texas",2932.0,2722.0,158.0,48.0,4.0,0.0,128.0,0.52380949,0500000US48079
2561,"Coke County, Texas",3238.0,2923.0,21.0,40.0,5.0,0.0,272.0,0.61538458,0500000US48081
2562,"Comal County, Texas",129100.0,119516.0,3112.0,1279.0,1940.0,162.0,6020.0,0.88347703,0500000US48091
2563,"Coryell County, Texas",75818.0,60208.0,12947.0,4094.0,2483.0,973.0,1667.0,0.88562238,0500000US48099
2564,"Hemphill County, Texas",4152.0,3966.0,38.0,58.0,24.0,0.0,192.0,0.61764705,0500000US48211
2565,"Houston County, Texas",22849.0,16038.0,5950.0,295.0,168.0,0.0,946.0,0.36601308,0500000US48225
2566,"Moore County, Texas",22016.0,17336.0,1074.0,391.0,1788.0,0.0,1997.0,0.59230769,0500000US48341
2567,"Navarro County, Texas",48239.0,37385.0,6846.0,1310.0,424.0,551.0,2729.0,0.52127659,0500000US48349
2568,"Potter County, Texas",121230.0,98699.0,13834.0,1886.0,7067.0,342.0,4162.0,0.72054434,0500000US48375
2569,"San Augustine County, Texas",8403.0,6402.0,1822.0,239.0,25.0,0.0,77.0,0.5,0500000US48405
2570,"Scurry County, Texas",17346.0,15642.0,967.0,237.0,91.0,0.0,844.0,0.60317457,0500000US48415
2571,"Shackelford County, Texas",3348.0,3286.0,54.0,53.0,18.0,0.0,12.0,0.5625,0500000US48417
2572,"Starr County, Texas",63420.0,60562.0,38.0,78.0,90.0,0.0,2924.0,0.57575756,0500000US48427
2573,"Stonewall County, Texas",1084.0,1035.0,38.0,13.0,0.0,0.0,11.0,0.66666663,0500000US48433
2574,"Upton County, Texas",3575.0,1850.0,256.0,10.0,11.0,0.0,1471.0,0.44999999,0500000US48461
2575,"Bastrop County, Texas",80306.0,62135.0,6961.0,1014.0,878.0,108.0,10848.0,0.84621704,0500000US48021
2576,"Brown County, Texas",37787.0,35270.0,1646.0,468.0,382.0,0.0,671.0,0.59666669,0500000US48049
2577,"Hall County, Texas",3102.0,2549.0,308.0,26.0,31.0,0.0,305.0,0.51724136,0500000US48191
2578,"Bee County, Texas",32729.0,28930.0,2967.0,205.0,209.0,17.0,869.0,0.58115184,0500000US48025
2579,"Franklin County, Texas",10639.0,9627.0,592.0,134.0,5.0,46.0,520.0,0.44329894,0500000US48159
2580,"Frio County, Texas",19110.0,13847.0,865.0,97.0,145.0,0.0,4398.0,0.60869563,0500000US48163
2581,"Crane County, Texas",4836.0,2530.0,212.0,6.0,5.0,0.0,2147.0,0.59375,0500000US48103
2582,"Lampasas County, Texas",20473.0,18820.0,656.0,431.0,414.0,282.0,647.0,0.52542377,0500000US48281
2583,"McCulloch County, Texas",8145.0,7324.0,276.0,242.0,9.0,0.0,699.0,0.65789473,0500000US48307
2584,"Mason County, Texas",4122.0,3816.0,18.0,277.0,103.0,0.0,160.0,0.40909091,0500000US48319
2585,"Dickens County, Texas",2224.0,2035.0,73.0,23.0,17.0,0.0,126.0,0.5,0500000US48125
2586,"Lee County, Texas",16850.0,13622.0,2001.0,91.0,161.0,15.0,1208.0,0.50427347,0500000US48287
2587,"Tarrant County, Texas",1983675.0,1415255.0,341628.0,25129.0,120924.0,6120.0,142428.0,0.87773424,0500000US48439
2588,"Anderson County, Texas",57747.0,43068.0,12471.0,558.0,429.0,203.0,1981.0,0.47428569,0500000US48001
2589,"Ellis County, Texas",164092.0,138853.0,17735.0,5069.0,1719.0,150.0,7103.0,0.91779292,0500000US48139
2590,"Jackson County, Texas",14756.0,13059.0,1256.0,4.0,44.0,14.0,670.0,0.5840708,0500000US48239
2591,"Kerr County, Texas",50761.0,46991.0,968.0,1282.0,565.0,18.0,2087.0,0.5022831,0500000US48265
2592,"Milam County, Texas",24479.0,21124.0,2621.0,425.0,238.0,46.0,827.0,0.56923079,0500000US48331
2593,"Comanche County, Texas",13492.0,12937.0,191.0,157.0,88.0,0.0,242.0,0.48387095,0500000US48093
2594,"Falls County, Texas",17289.0,12544.0,4353.0,205.0,51.0,21.0,338.0,0.54198474,0500000US48145
2595,"Brooks County, Texas",7251.0,6556.0,96.0,171.0,20.0,0.0,604.0,0.72131151,0500000US48047
2596,"Austin County, Texas",29292.0,24212.0,2988.0,185.0,249.0,3.0,2430.0,0.54958677,0500000US48015
2597,"Kenedy County, Texas",564.0,541.0,0.0,0.0,1.0,0.0,22.0,0.25,0500000US48261
2598,"Nueces County, Texas",358484.0,323188.0,15093.0,3257.0,8642.0,459.0,14317.0,0.84423375,0500000US48355
2599,"Colorado County, Texas",20913.0,15932.0,2747.0,53.0,149.0,0.0,2287.0,0.56875002,0500000US48089
2600,"San Patricio County, Texas",66867.0,63316.0,1906.0,500.0,826.0,137.0,1872.0,0.71236539,0500000US48409
2601,"Rains County, Texas",11246.0,10481.0,334.0,159.0,118.0,6.0,492.0,0.49484536,0500000US48379
2602,"Randall County, Texas",130552.0,120653.0,4840.0,2264.0,2816.0,268.0,3894.0,0.90407652,0500000US48381
2603,"Real County, Texas",3358.0,3309.0,8.0,0.0,1.0,0.0,41.0,0.64516127,0500000US48385
2604,"San Saba County, Texas",5851.0,5309.0,189.0,143.0,20.0,9.0,379.0,0.63934427,0500000US48411
2605,"Schleicher County, Texas",3122.0,1990.0,9.0,0.0,6.0,0.0,1119.0,0.5,0500000US48413
2606,"Sterling County, Texas",1139.0,1058.0,5.0,17.0,0.0,0.0,78.0,0.80000001,0500000US48431
2607,"Zavala County, Texas",12152.0,11168.0,121.0,53.0,4.0,0.0,890.0,0.56122446,0500000US48507
2608,"Calhoun County, Texas",21821.0,19742.0,736.0,607.0,1149.0,15.0,428.0,0.51282048,0500000US48057
2609,"Carson County, Texas",6033.0,5903.0,48.0,127.0,44.0,13.0,49.0,0.67500001,0500000US48065
2610,"Foard County, Texas",1414.0,1276.0,31.0,0.0,0.0,0.0,192.0,0.25,0500000US48155
2611,"Freestone County, Texas",19646.0,16072.0,3290.0,114.0,120.0,22.0,258.0,0.51408452,0500000US48161
2612,"Goliad County, Texas",7510.0,5657.0,408.0,12.0,22.0,0.0,1433.0,0.56521738,0500000US48175
2613,"Hamilton County, Texas",8220.0,8007.0,62.0,143.0,16.0,0.0,136.0,0.56321836,0500000US48193
2614,"Hardeman County, Texas",3990.0,3505.0,369.0,64.0,19.0,25.0,123.0,0.4074074,0500000US48197
2615,"Mitchell County, Texas",8774.0,7030.0,1000.0,130.0,48.0,47.0,738.0,0.53968257,0500000US48335
2616,"Titus County, Texas",32664.0,24112.0,3256.0,389.0,371.0,69.0,5110.0,0.47290641,0500000US48449
2617,"Briscoe County, Texas",1591.0,1536.0,35.0,75.0,3.0,16.0,20.0,0.55000001,0500000US48045
2618,"Lavaca County, Texas",19859.0,15867.0,1560.0,27.0,95.0,0.0,2800.0,0.56069362,0500000US48285
2619,"Liberty County, Texas",79884.0,65785.0,8525.0,789.0,563.0,55.0,5493.0,0.78975677,0500000US48291
2620,"Terry County, Texas",12755.0,11627.0,732.0,74.0,18.0,0.0,556.0,0.46913582,0500000US48445
2621,"Wise County, Texas",63247.0,60613.0,1260.0,835.0,473.0,146.0,1432.0,0.51893097,0500000US48497
2622,"Erath County, Texas",41016.0,38609.0,869.0,1096.0,374.0,15.0,1089.0,0.54887217,0500000US48143
2623,"Brazoria County, Texas",345995.0,262672.0,48927.0,4147.0,24243.0,297.0,13973.0,0.87853181,0500000US48039
2624,"Motley County, Texas",1114.0,998.0,43.0,20.0,0.0,0.0,83.0,0.5,0500000US48345
2625,"Donley County, Texas",3433.0,3240.0,192.0,48.0,35.0,0.0,16.0,0.53846151,0500000US48129
2626,"Atascosa County, Texas",48139.0,46079.0,1146.0,697.0,294.0,39.0,1586.0,0.59558821,0500000US48013
2627,"Coleman County, Texas",8422.0,7908.0,286.0,109.0,78.0,0.0,197.0,0.58571428,0500000US48083
2628,"Nolan County, Texas",14990.0,13346.0,819.0,161.0,139.0,67.0,770.0,0.58119661,0500000US48353
2629,"Hudspeth County, Texas",3702.0,2842.0,102.0,74.0,44.0,0.0,751.0,0.57894737,0500000US48229
2630,"Medina County, Texas",48548.0,44892.0,1342.0,488.0,481.0,36.0,2368.0,0.53529412,0500000US48325
2631,"Ward County, Texas",11498.0,9793.0,635.0,286.0,72.0,0.0,836.0,0.54216868,0500000US48475
2632,"Henderson County, Texas",79687.0,71798.0,5751.0,1176.0,609.0,65.0,1138.0,0.77895594,0500000US48213
2633,"Harrison County, Texas",66606.0,49718.0,14536.0,724.0,599.0,27.0,2277.0,0.70113647,0500000US48203
2634,"Menard County, Texas",2123.0,1915.0,20.0,138.0,0.0,0.0,260.0,0.66666663,0500000US48327
2635,"Lamar County, Texas",49401.0,42083.0,6836.0,1372.0,490.0,306.0,448.0,0.47,0500000US48277
2636,"Fayette County, Texas",24963.0,22784.0,1584.0,164.0,195.0,19.0,505.0,0.60526317,0500000US48149
2637,"Williamson County, Texas",508313.0,428283.0,38724.0,5995.0,37455.0,970.0,17803.0,0.9462021,0500000US48491
2638,"Kimble County, Texas",4432.0,4120.0,1.0,84.0,0.0,2.0,332.0,0.58974355,0500000US48267
2639,"Martin County, Texas",5547.0,4628.0,36.0,129.0,0.0,10.0,772.0,0.65384614,0500000US48317
2640,"Polk County, Texas",46974.0,40463.0,5239.0,1273.0,387.0,116.0,465.0,0.42857143,0500000US48373
2641,"Refugio County, Texas",7293.0,6287.0,531.0,325.0,34.0,0.0,599.0,0.56140351,0500000US48391
2642,"Van Zandt County, Texas",53607.0,51117.0,1873.0,835.0,264.0,113.0,456.0,0.52068126,0500000US48467
2643,"Caldwell County, Texas",40544.0,32245.0,3030.0,722.0,453.0,50.0,4939.0,0.5551331,0500000US48055
2644,"Wilbarger County, Texas",12972.0,10879.0,1272.0,329.0,122.0,2.0,716.0,0.57731962,0500000US48487
2645,"Reagan County, Texas",3735.0,1767.0,32.0,10.0,0.0,0.0,1956.0,0.83333337,0500000US48383
2646,"Yoakum County, Texas",8481.0,8321.0,226.0,16.0,3.0,0.0,101.0,0.61016947,0500000US48501
2647,"Hale County, Texas",34527.0,30663.0,2242.0,1133.0,427.0,35.0,1681.0,0.5407725,0500000US48189
2648,"Shelby County, Texas",25689.0,20312.0,5006.0,192.0,140.0,21.0,142.0,0.5433526,0500000US48419
2649,"Red River County, Texas",12353.0,10022.0,2212.0,250.0,14.0,0.0,101.0,0.5,0500000US48387
2650,"Runnels County, Texas",10266.0,9555.0,190.0,122.0,109.0,0.0,452.0,0.52808988,0500000US48399
2651,"San Jacinto County, Texas",27436.0,24105.0,3390.0,156.0,22.0,0.0,184.0,0.4057143,0500000US48407
2652,"Sutton County, Texas",3894.0,2708.0,22.0,18.0,0.0,40.0,1115.0,0.51851851,0500000US48435
2653,"Tom Green County, Texas",116906.0,101835.0,5627.0,1052.0,1910.0,201.0,8901.0,0.79306602,0500000US48451
2654,"Upshur County, Texas",40506.0,35036.0,3960.0,586.0,91.0,37.0,1648.0,0.5398229999999999,0500000US48459
2655,"Victoria County, Texas",91518.0,81664.0,6401.0,753.0,1474.0,245.0,3142.0,0.70028651,0500000US48469
2656,"Waller County, Texas",48443.0,32549.0,12775.0,678.0,549.0,22.0,3264.0,0.41806018,0500000US48473
2657,"Wharton County, Texas",41430.0,34076.0,6137.0,39.0,38.0,0.0,1506.0,0.49333331,0500000US48481
2658,"Wichita County, Texas",131778.0,107946.0,15547.0,3007.0,4164.0,259.0,6629.0,0.82794988,0500000US48485
2659,"Wilson County, Texas",47205.0,45256.0,864.0,838.0,402.0,133.0,1044.0,0.5916667,0500000US48493
2660,"Hockley County, Texas",23273.0,21251.0,1110.0,339.0,101.0,20.0,965.0,0.60000002,0500000US48219
2661,"Marion County, Texas",10140.0,7511.0,2436.0,59.0,57.0,17.0,166.0,0.53846151,0500000US48315
2662,"Maverick County, Texas",57471.0,53855.0,376.0,790.0,253.0,32.0,2482.0,0.5,0500000US48323
2663,"Midland County, Texas",159883.0,135392.0,11323.0,1865.0,3890.0,235.0,10929.0,0.8802532,0500000US48329
2664,"Grayson County, Texas",126146.0,113407.0,8821.0,3025.0,2064.0,185.0,2427.0,0.82338816,0500000US48181
2665,"Live Oak County, Texas",12043.0,11144.0,319.0,136.0,99.0,0.0,556.0,0.52499998,0500000US48297
2666,"Llano County, Texas",20195.0,19489.0,187.0,602.0,152.0,0.0,394.0,0.39263806,0500000US48299
2667,"Palo Pinto County, Texas",28109.0,26255.0,827.0,300.0,261.0,87.0,889.0,0.61440676,0500000US48363
2668,"Fannin County, Texas",33787.0,30522.0,2470.0,762.0,299.0,23.0,680.0,0.49803922,0500000US48147
2669,"Karnes County, Texas",15051.0,10542.0,1349.0,134.0,28.0,5.0,3207.0,0.60465115,0500000US48255
2670,"Brazos County, Texas",214231.0,166156.0,24681.0,4208.0,14322.0,339.0,12069.0,0.84552741,0500000US48041
2671,"Callahan County, Texas",13660.0,13222.0,359.0,93.0,112.0,48.0,183.0,0.55833334,0500000US48059
2672,"Cass County, Texas",30118.0,24165.0,5339.0,341.0,175.0,65.0,601.0,0.52173913,0500000US48067
2673,"Gaines County, Texas",19889.0,18730.0,538.0,58.0,93.0,8.0,585.0,0.46511626,0500000US48165
2674,"Gregg County, Texas",123402.0,94348.0,26508.0,1176.0,2132.0,127.0,2025.0,0.8310678,0500000US48183
2675,"Gray County, Texas",22962.0,20070.0,1328.0,596.0,193.0,26.0,1402.0,0.57926828,0500000US48179
2676,"Madison County, Texas",13979.0,10633.0,2758.0,421.0,159.0,35.0,597.0,0.54081637,0500000US48313
2677,"Lubbock County, Texas",298042.0,246487.0,24851.0,5442.0,8085.0,383.0,21659.0,0.81206912,0500000US48303
2678,"Jack County, Texas",8839.0,8230.0,413.0,77.0,17.0,6.0,181.0,0.55737704,0500000US48237
2679,"Kaufman County, Texas",114852.0,96928.0,13135.0,1436.0,1633.0,179.0,4604.0,0.85402864,0500000US48257
2680,"Kendall County, Texas",40306.0,38130.0,747.0,948.0,615.0,177.0,1395.0,0.51986754,0500000US48259
2681,"Bosque County, Texas",17955.0,17287.0,439.0,189.0,66.0,27.0,332.0,0.48888889,0500000US48035
2682,"Floyd County, Texas",5953.0,5685.0,173.0,83.0,21.0,0.0,79.0,0.54166669,0500000US48153
2683,"Bexar County, Texas",1892004.0,1553153.0,164887.0,26574.0,68213.0,6173.0,137517.0,0.83832586,0500000US48029
2684,"Bailey County, Texas",7098.0,6095.0,115.0,7.0,63.0,16.0,811.0,0.53448278,0500000US48017
2685,"Chambers County, Texas",39283.0,34826.0,3371.0,279.0,538.0,0.0,766.0,0.56928843,0500000US48071
2686,"Baylor County, Texas",3602.0,3408.0,155.0,43.0,27.0,7.0,82.0,0.73333335,0500000US48023
2687,"Bell County, Texas",336506.0,230002.0,85421.0,6229.0,15373.0,4121.0,14484.0,0.8491298,0500000US48027
2688,"Cameron County, Texas",420201.0,398118.0,2543.0,1703.0,3511.0,138.0,17880.0,0.56633025,0500000US48061
2689,"Denton County, Texas",781321.0,614716.0,81499.0,10575.0,71195.0,1779.0,29596.0,0.92069846,0500000US48121
2690,"Orange County, Texas",83909.0,75212.0,7623.0,954.0,1157.0,93.0,556.0,0.84852195,0500000US48361
2691,"Hutchinson County, Texas",21704.0,19859.0,697.0,740.0,204.0,78.0,948.0,0.57988167,0500000US48233
2692,"Washington County, Texas",34667.0,27409.0,6156.0,405.0,652.0,175.0,539.0,0.55882353,0500000US48477
2693,"Morris County, Texas",12530.0,8923.0,3091.0,176.0,46.0,8.0,614.0,0.52127659,0500000US48343
2694,"Stephens County, Texas",9365.0,8668.0,407.0,134.0,67.0,0.0,346.0,0.56,0500000US48429
2695,"Winkler County, Texas",7777.0,7025.0,296.0,198.0,4.0,9.0,395.0,0.49230769,0500000US48495
2696,"Harris County, Texas",4525519.0,2948639.0,897463.0,43386.0,343773.0,7493.0,394584.0,0.8327356,0500000US48201
2697,"Andrews County, Texas",17577.0,16461.0,500.0,129.0,86.0,9.0,719.0,0.5,0500000US48003
2698,"Burnet County, Texas",45017.0,42932.0,1027.0,534.0,368.0,0.0,832.0,0.49221185,0500000US48053
2699,"Gillespie County, Texas",25939.0,24950.0,238.0,1268.0,58.0,12.0,332.0,0.48917747,0500000US48171
2700,"Gonzales County, Texas",20558.0,11985.0,1589.0,104.0,57.0,5.0,7256.0,0.5390625,0500000US48177
2701,"Dallas County, Texas",2552213.0,1620994.0,603513.0,30245.0,168793.0,3517.0,200514.0,0.81608987,0500000US48113
2702,"Lynn County, Texas",5785.0,5106.0,106.0,141.0,22.0,7.0,735.0,0.54166669,0500000US48305
2703,"McMullen County, Texas",600.0,569.0,0.0,5.0,0.0,0.0,26.0,0.5,0500000US48311
2704,"Young County, Texas",18166.0,17496.0,382.0,127.0,101.0,0.0,197.0,0.4906832,0500000US48503
2705,"Zapata County, Texas",14415.0,13681.0,122.0,0.0,102.0,0.0,510.0,0.31506848,0500000US48505
2706,"Johnson County, Texas",160173.0,149854.0,5684.0,2545.0,1898.0,737.0,3116.0,0.85530955,0500000US48251
2707,"Hood County, Texas",55418.0,53533.0,594.0,788.0,531.0,28.0,641.0,0.54562736,0500000US48221
2708,"Hopkins County, Texas",35929.0,30890.0,2820.0,410.0,316.0,65.0,2248.0,0.54379565,0500000US48223
2709,"McLennan County, Texas",245720.0,195140.0,37873.0,2706.0,4909.0,314.0,10775.0,0.76178885,0500000US48309
2710,"Ochiltree County, Texas",10484.0,9601.0,141.0,372.0,22.0,0.0,723.0,0.52380949,0500000US48357
2711,"Knox County, Texas",3753.0,3308.0,247.0,39.0,7.0,0.0,213.0,0.40000001,0500000US48275
2712,"Cherokee County, Texas",51594.0,43120.0,7734.0,571.0,367.0,0.0,1109.0,0.48916408,0500000US48073
2713,"Concho County, Texas",3858.0,3757.0,39.0,23.0,40.0,0.0,16.0,0.58823526,0500000US48095
2714,"Delta County, Texas",5172.0,4666.0,429.0,138.0,38.0,0.0,114.0,0.47499999,0500000US48119
2715,"Edwards County, Texas",2111.0,2088.0,0.0,1.0,0.0,0.0,22.0,0.6111111,0500000US48137
2716,"Eastland County, Texas",18278.0,17055.0,414.0,304.0,45.0,1.0,718.0,0.58955222,0500000US48133
2717,"Jones County, Texas",19969.0,14342.0,3366.0,593.0,107.0,0.0,2547.0,0.61475408,0500000US48253
2718,"Jeff Davis County, Texas",2236.0,2162.0,15.0,24.0,33.0,0.0,16.0,0.48148146,0500000US48243
2719,"Jim Hogg County, Texas",5262.0,5178.0,2.0,17.0,0.0,0.0,102.0,0.5,0500000US48247
2720,"Jim Wells County, Texas",41318.0,39891.0,300.0,150.0,237.0,48.0,852.0,0.58103979,0500000US48249
2721,"Montgomery County, Texas",535187.0,473764.0,29125.0,7221.0,18093.0,870.0,19831.0,0.89659137,0500000US48339
2722,"Dallam County, Texas",7207.0,6736.0,211.0,123.0,74.0,17.0,271.0,0.53658533,0500000US48111
2723,"Dimmit County, Texas",10822.0,10139.0,6.0,0.0,21.0,0.0,660.0,0.57352942,0500000US48127
2724,"Webb County, Texas",269624.0,257893.0,1345.0,911.0,1650.0,131.0,9146.0,0.5920105,0500000US48479
2725,"Fort Bend County, Texas",711421.0,385142.0,153338.0,5402.0,145290.0,1054.0,40352.0,0.93663633,0500000US48157
2726,"Armstrong County, Texas",1929.0,1845.0,56.0,32.0,0.0,0.0,20.0,0.45454544,0500000US48011
2727,"Castro County, Texas",7891.0,7458.0,70.0,131.0,93.0,2.0,286.0,0.5869565,0500000US48069
2728,"Irion County, Texas",1592.0,1341.0,64.0,11.0,0.0,0.0,205.0,0.625,0500000US48235
2729,"Kleberg County, Texas",31540.0,28172.0,1440.0,232.0,833.0,20.0,1545.0,0.63425928,0500000US48273
2730,"Willacy County, Texas",21839.0,21029.0,175.0,92.0,22.0,3.0,613.0,0.55084747,0500000US48489
2731,"Cooke County, Texas",39064.0,36923.0,1591.0,625.0,580.0,106.0,513.0,0.56999999,0500000US48097
2732,"Crosby County, Texas",5895.0,5456.0,316.0,31.0,0.0,0.0,203.0,0.57142854,0500000US48107
2733,"Dawson County, Texas",13095.0,10509.0,838.0,281.0,112.0,3.0,1668.0,0.5,0500000US48115
2734,"Fisher County, Texas",3875.0,3599.0,129.0,73.0,19.0,4.0,131.0,0.45454544,0500000US48151
2735,"Duval County, Texas",11434.0,9870.0,165.0,36.0,32.0,0.0,1365.0,0.48863637,0500000US48131
2736,"Burleson County, Texas",17596.0,14274.0,2346.0,131.0,65.0,7.0,1157.0,0.46258503,0500000US48051
2737,"Blanco County, Texas",11089.0,10544.0,76.0,415.0,91.0,50.0,290.0,0.67567563,0500000US48031
2738,"Jasper County, Texas",35444.0,28094.0,6115.0,315.0,356.0,33.0,1136.0,0.44525546,0500000US48241
2739,"Jefferson County, Texas",254574.0,152104.0,87918.0,2002.0,10237.0,179.0,6142.0,0.67776644,0500000US48245
2740,"Kinney County, Texas",3631.0,3513.0,4.0,6.0,0.0,0.0,108.0,0.47999999,0500000US48271
2741,"Oldham County, Texas",2083.0,1944.0,187.0,15.0,5.0,0.0,5.0,0.55555558,0500000US48359
2742,"Deaf Smith County, Texas",18947.0,17290.0,390.0,677.0,130.0,31.0,1238.0,0.57258064,0500000US48117
2743,"Galveston County, Texas",321184.0,258752.0,45375.0,4329.0,12816.0,531.0,9031.0,0.85713136,0500000US48167
2744,"El Paso County, Texas",834825.0,693203.0,34912.0,9512.0,15105.0,2500.0,99858.0,0.83890855,0500000US48141
2745,"Roberts County, Texas",889.0,881.0,0.0,14.0,4.0,0.0,4.0,0.36363637,0500000US48393
2746,"Terrell County, Texas",721.0,508.0,71.0,5.0,0.0,0.0,185.0,0.33333331,0500000US48443
2747,"Tyler County, Texas",21456.0,18400.0,2482.0,245.0,80.0,0.0,611.0,0.43930638,0500000US48457
2748,"Uvalde County, Texas",27015.0,24698.0,62.0,378.0,304.0,21.0,2218.0,0.55958551,0500000US48463
2749,"Wheeler County, Texas",5599.0,5089.0,179.0,101.0,35.0,36.0,332.0,0.44897962,0500000US48483
2750,"Bowie County, Texas",93635.0,67131.0,24422.0,1326.0,1390.0,227.0,1843.0,0.73764056,0500000US48037
2751,"Archer County, Texas",8793.0,8523.0,123.0,164.0,89.0,0.0,104.0,0.62903225,0500000US48009
2752,"Brewster County, Texas",9220.0,8690.0,103.0,231.0,149.0,22.0,266.0,0.61333334,0500000US48043
2753,"Kent County, Texas",680.0,624.0,6.0,10.0,0.0,0.0,42.0,0.40000001,0500000US48263
