"County, State",GEO ID,FSRR2010,State,County
"Terrell County, Georgia",0500000US13273,60.4,13,273
"Thomas County, Georgia",0500000US13275,60.5,13,275
"Tift County, Georgia",0500000US13277,62.3,13,277
"Toombs County, Georgia",0500000US13279,59.2,13,279
"Towns County, Georgia",0500000US13281,43.2,13,281
"Treutlen County, Georgia",0500000US13283,56.5,13,283
"Troup County, Georgia",0500000US13285,63.3,13,285
"Turner County, Georgia",0500000US13287,57.7,13,287
"Twiggs County, Georgia",0500000US13289,50.7,13,289
"Union County, Georgia",0500000US13291,50.8,13,291
"Upson County, Georgia",0500000US13293,65,13,293
"Walker County, Georgia",0500000US13295,66.6,13,295
"Walton County, Georgia",0500000US13297,66.1,13,297
"Ware County, Georgia",0500000US13299,61.4,13,299
"Warren County, Georgia",0500000US13301,53.8,13,301
"Washington County, Georgia",0500000US13303,60.1,13,303
"Wayne County, Georgia",0500000US13305,61.3,13,305
"Webster County, Georgia",0500000US13307,45.8,13,307
"Wheeler County, Georgia",0500000US13309,36.7,13,309
"White County, Georgia",0500000US13311,51,13,311
"Whitfield County, Georgia",0500000US13313,62.7,13,313
"Wilcox County, Georgia",0500000US13315,36.9,13,315
"Wilkes County, Georgia",0500000US13317,58.5,13,317
"Wilkinson County, Georgia",0500000US13319,50.3,13,319
"Worth County, Georgia",0500000US13321,67.8,13,321
"Hawaii County, Hawaii",0500000US15001,52.7,15,001
"Honolulu County, Hawaii",0500000US15003,71,15,003
"Kalawao County, Hawaii",0500000US15005,0,15,005
"Kauai County, Hawaii",0500000US15007,52.1,15,007
"Maui County, Hawaii",0500000US15009,49,15,009
"Ada County, Idaho",0500000US16001,75.1,16,001
"Adams County, Idaho",0500000US16003,51,16,003
"Bannock County, Idaho",0500000US16005,70.9,16,005
"Bear Lake County, Idaho",0500000US16007,50,16,007
"Benewah County, Idaho",0500000US16009,64.8,16,009
"Bingham County, Idaho",0500000US16011,69.2,16,011
"Blaine County, Idaho",0500000US16013,43,16,013
"Boise County, Idaho",0500000US16015,47.8,16,015
"Bonner County, Idaho",0500000US16017,51,16,017
"Bonneville County, Idaho",0500000US16019,72.9,16,019
"Boundary County, Idaho",0500000US16021,64.2,16,021
"Butte County, Idaho",0500000US16023,60.1,16,023
"Camas County, Idaho",0500000US16025,44.8,16,025
"Canyon County, Idaho",0500000US16027,70.8,16,027
"Caribou County, Idaho",0500000US16029,57.1,16,029
"Cassia County, Idaho",0500000US16031,64,16,031
"Clark County, Idaho",0500000US16033,44.8,16,033
"Clearwater County, Idaho",0500000US16035,59.3,16,035
"Custer County, Idaho",0500000US16037,53.9,16,037
"Elmore County, Idaho",0500000US16039,63.9,16,039
"Franklin County, Idaho",0500000US16041,66.4,16,041
"Fremont County, Idaho",0500000US16043,39.1,16,043
"Gem County, Idaho",0500000US16045,70.6,16,045
"Gooding County, Idaho",0500000US16047,64.3,16,047
"Idaho County, Idaho",0500000US16049,61.9,16,049
"Jefferson County, Idaho",0500000US16051,70,16,051
"Jerome County, Idaho",0500000US16053,69.8,16,053
"Kootenai County, Idaho",0500000US16055,66.1,16,055
"Latah County, Idaho",0500000US16057,65.8,16,057
"Lemhi County, Idaho",0500000US16059,59.4,16,059
"Lewis County, Idaho",0500000US16061,66,16,061
"Lincoln County, Idaho",0500000US16063,46.6,16,063
"Madison County, Idaho",0500000US16065,76.3,16,065
"Minidoka County, Idaho",0500000US16067,66.4,16,067
"Nez Perce County, Idaho",0500000US16069,72,16,069
"Oneida County, Idaho",0500000US16071,66.5,16,071
"Owyhee County, Idaho",0500000US16073,58.2,16,073
"Payette County, Idaho",0500000US16075,69.5,16,075
"Power County, Idaho",0500000US16077,68.6,16,077
"Shoshone County, Idaho",0500000US16079,48.9,16,079
"Teton County, Idaho",0500000US16081,23.7,16,081
"Twin Falls County, Idaho",0500000US16083,69.6,16,083
"Valley County, Idaho",0500000US16085,31.3,16,085
"Washington County, Idaho",0500000US16087,68,16,087
"Adams County, Illinois",0500000US17001,75.3,17,001
"Alexander County, Illinois",0500000US17003,53.8,17,003
"Bond County, Illinois",0500000US17005,69.4,17,005
"Boone County, Illinois",0500000US17007,74.9,17,007
"Brown County, Illinois",0500000US17009,65.3,17,009
"Bureau County, Illinois",0500000US17011,73.4,17,011
"Calhoun County, Illinois",0500000US17013,57.1,17,013
"Carroll County, Illinois",0500000US17015,65.5,17,015
"Cass County, Illinois",0500000US17017,70.3,17,017
"Champaign County, Illinois",0500000US17019,70.4,17,019
"Christian County, Illinois",0500000US17021,72,17,021
"Clark County, Illinois",0500000US17023,69.8,17,023
"Clay County, Illinois",0500000US17025,71.2,17,025
"Clinton County, Illinois",0500000US17027,76.6,17,027
"Coles County, Illinois",0500000US17029,70.6,17,029
"Cook County, Illinois",0500000US17031,66.1,17,031
"Crawford County, Illinois",0500000US17033,72.4,17,033
"Cumberland County, Illinois",0500000US17035,59.8,17,035
"DeKalb County, Illinois",0500000US17037,71.7,17,037
"De Witt County, Illinois",0500000US17039,70.4,17,039
"Douglas County, Illinois",0500000US17041,73.8,17,041
"DuPage County, Illinois",0500000US17043,77.3,17,043
"Edgar County, Illinois",0500000US17045,69.4,17,045
"Edwards County, Illinois",0500000US17047,75.2,17,047
"Effingham County, Illinois",0500000US17049,77.4,17,049
"Fayette County, Illinois",0500000US17051,70.2,17,051
"Ford County, Illinois",0500000US17053,75.2,17,053
"Franklin County, Illinois",0500000US17055,65.3,17,055
"Fulton County, Illinois",0500000US17057,71.7,17,057
"Gallatin County, Illinois",0500000US17059,56.5,17,059
"Greene County, Illinois",0500000US17061,68,17,061
"Grundy County, Illinois",0500000US17063,74.7,17,063
"Hamilton County, Illinois",0500000US17065,65.4,17,065
"Hancock County, Illinois",0500000US17067,66.1,17,067
"Hardin County, Illinois",0500000US17069,56.7,17,069
"Henderson County, Illinois",0500000US17071,61.6,17,071
"Henry County, Illinois",0500000US17073,74.9,17,073
"Iroquois County, Illinois",0500000US17075,72,17,075
"Jackson County, Illinois",0500000US17077,62.2,17,077
"Jasper County, Illinois",0500000US17079,77.5,17,079
"Jefferson County, Illinois",0500000US17081,68.5,17,081
"Jersey County, Illinois",0500000US17083,72.9,17,083
"Jo Daviess County, Illinois",0500000US17085,60,17,085
"Johnson County, Illinois",0500000US17087,60.6,17,087
"Kane County, Illinois",0500000US17089,75.2,17,089
"Kankakee County, Illinois",0500000US17091,71.4,17,091
"Kendall County, Illinois",0500000US17093,76.8,17,093
"Knox County, Illinois",0500000US17095,72.1,17,095
"Lake County, Illinois",0500000US17097,75.5,17,097
"LaSalle County, Illinois",0500000US17099,72.9,17,099
"Lawrence County, Illinois",0500000US17101,70.9,17,101
"Lee County, Illinois",0500000US17103,75.4,17,103
"Livingston County, Illinois",0500000US17105,75.5,17,105
"Logan County, Illinois",0500000US17107,73.1,17,107
"McDonough County, Illinois",0500000US17109,67.3,17,109
"McHenry County, Illinois",0500000US17111,77.8,17,111
"McLean County, Illinois",0500000US17113,72.6,17,113
"Macon County, Illinois",0500000US17115,70.7,17,115
"Macoupin County, Illinois",0500000US17117,71.4,17,117
"Madison County, Illinois",0500000US17119,73.9,17,119
"Marion County, Illinois",0500000US17121,70.6,17,121
"Marshall County, Illinois",0500000US17123,70.3,17,123
"Mason County, Illinois",0500000US17125,71.2,17,125
"Massac County, Illinois",0500000US17127,68.6,17,127
"Menard County, Illinois",0500000US17129,73,17,129
"Mercer County, Illinois",0500000US17131,74.2,17,131
"Monroe County, Illinois",0500000US17133,81.2,17,133
"Montgomery County, Illinois",0500000US17135,68.8,17,135
"Morgan County, Illinois",0500000US17137,73,17,137
"Moultrie County, Illinois",0500000US17139,76.1,17,139
"Ogle County, Illinois",0500000US17141,73.9,17,141
"Peoria County, Illinois",0500000US17143,71.4,17,143
"Perry County, Illinois",0500000US17145,72.3,17,145
"Piatt County, Illinois",0500000US17147,78.7,17,147
"Pike County, Illinois",0500000US17149,64.8,17,149
"Pope County, Illinois",0500000US17151,52.7,17,151
"Pulaski County, Illinois",0500000US17153,56.8,17,153
"Putnam County, Illinois",0500000US17155,67.2,17,155
"Randolph County, Illinois",0500000US17157,73.5,17,157
"Richland County, Illinois",0500000US17159,72.5,17,159
"Rock Island County, Illinois",0500000US17161,72.2,17,161
"St. Clair County, Illinois",0500000US17163,70,17,163
"Saline County, Illinois",0500000US17165,65.4,17,165
"Sangamon County, Illinois",0500000US17167,72.9,17,167
"Schuyler County, Illinois",0500000US17169,68.5,17,169
"Scott County, Illinois",0500000US17171,72.8,17,171
"Shelby County, Illinois",0500000US17173,72,17,173
"Stark County, Illinois",0500000US17175,73.5,17,175
"Stephenson County, Illinois",0500000US17177,72.8,17,177
"Tazewell County, Illinois",0500000US17179,77.7,17,179
"Union County, Illinois",0500000US17181,68.8,17,181
"Vermilion County, Illinois",0500000US17183,70.2,17,183
"Wabash County, Illinois",0500000US17185,71.3,17,185
"Warren County, Illinois",0500000US17187,70.8,17,187
"Washington County, Illinois",0500000US17189,74.8,17,189
"Wayne County, Illinois",0500000US17191,71.9,17,191
"White County, Illinois",0500000US17193,70.4,17,193
"Whiteside County, Illinois",0500000US17195,74.7,17,195
"Will County, Illinois",0500000US17197,76.9,17,197
"Williamson County, Illinois",0500000US17199,69.2,17,199
"Winnebago County, Illinois",0500000US17201,72.5,17,201
"Woodford County, Illinois",0500000US17203,79.7,17,203
"Adams County, Indiana",0500000US18001,73.7,18,001
"Allen County, Indiana",0500000US18003,70.9,18,003
"Bartholomew County, Indiana",0500000US18005,70.5,18,005
"Benton County, Indiana",0500000US18007,69.8,18,007
"Blackford County, Indiana",0500000US18009,67.6,18,009
"Boone County, Indiana",0500000US18011,76.2,18,011
"Brown County, Indiana",0500000US18013,58.9,18,013
"Carroll County, Indiana",0500000US18015,66.7,18,015
"Cass County, Indiana",0500000US18017,70.7,18,017
"Clark County, Indiana",0500000US18019,71.2,18,019
"Clay County, Indiana",0500000US18021,68.5,18,021
"Clinton County, Indiana",0500000US18023,69.9,18,023
"Crawford County, Indiana",0500000US18025,63.7,18,025
"Daviess County, Indiana",0500000US18027,72.8,18,027
"Dearborn County, Indiana",0500000US18029,75.2,18,029
"Decatur County, Indiana",0500000US18031,71.5,18,031
"DeKalb County, Indiana",0500000US18033,70.6,18,033
"Delaware County, Indiana",0500000US18035,66.9,18,035
"Dubois County, Indiana",0500000US18037,79.3,18,037
"Elkhart County, Indiana",0500000US18039,68.7,18,039
"Fayette County, Indiana",0500000US18041,70.7,18,041
"Floyd County, Indiana",0500000US18043,73.4,18,043
"Fountain County, Indiana",0500000US18045,71.2,18,045
"Franklin County, Indiana",0500000US18047,73.1,18,047
"Fulton County, Indiana",0500000US18049,67.6,18,049
"Gibson County, Indiana",0500000US18051,71.7,18,051
"Grant County, Indiana",0500000US18053,70.5,18,053
"Greene County, Indiana",0500000US18055,64.6,18,055
"Hamilton County, Indiana",0500000US18057,77.3,18,057
"Hancock County, Indiana",0500000US18059,76.2,18,059
"Harrison County, Indiana",0500000US18061,72.5,18,061
"Hendricks County, Indiana",0500000US18063,78.2,18,063
"Henry County, Indiana",0500000US18065,67.9,18,065
"Howard County, Indiana",0500000US18067,70.1,18,067
"Huntington County, Indiana",0500000US18069,71.4,18,069
"Jackson County, Indiana",0500000US18071,70.5,18,071
"Jasper County, Indiana",0500000US18073,72.4,18,073
"Jay County, Indiana",0500000US18075,69.9,18,075
"Jefferson County, Indiana",0500000US18077,68.5,18,077
"Jennings County, Indiana",0500000US18079,68.8,18,079
"Johnson County, Indiana",0500000US18081,73.2,18,081
"Knox County, Indiana",0500000US18083,69.5,18,083
"Kosciusko County, Indiana",0500000US18085,61.9,18,085
"LaGrange County, Indiana",0500000US18087,68.5,18,087
"Lake County, Indiana",0500000US18089,67.5,18,089
"LaPorte County, Indiana",0500000US18091,67.6,18,091
"Lawrence County, Indiana",0500000US18093,68.4,18,093
"Madison County, Indiana",0500000US18095,68.5,18,095
"Marion County, Indiana",0500000US18097,65.3,18,097
"Marshall County, Indiana",0500000US18099,71.2,18,099
"Martin County, Indiana",0500000US18101,68.8,18,101
"Miami County, Indiana",0500000US18103,67.5,18,103
"Monroe County, Indiana",0500000US18105,69,18,105
"Montgomery County, Indiana",0500000US18107,69.5,18,107
"Morgan County, Indiana",0500000US18109,72.9,18,109
"Newton County, Indiana",0500000US18111,69.8,18,111
"Noble County, Indiana",0500000US18113,69,18,113
"Ohio County, Indiana",0500000US18115,67.8,18,115
"Orange County, Indiana",0500000US18117,67.8,18,117
"Owen County, Indiana",0500000US18119,61.8,18,119
"Parke County, Indiana",0500000US18121,62.4,18,121
"Perry County, Indiana",0500000US18123,73.3,18,123
"Pike County, Indiana",0500000US18125,70.2,18,125
"Porter County, Indiana",0500000US18127,74.6,18,127
"Posey County, Indiana",0500000US18129,73.8,18,129
"Pulaski County, Indiana",0500000US18131,66.8,18,131
"Putnam County, Indiana",0500000US18133,67.8,18,133
"Randolph County, Indiana",0500000US18135,66.9,18,135
"Ripley County, Indiana",0500000US18137,67.8,18,137
"Rush County, Indiana",0500000US18139,71.2,18,139
"St. Joseph County, Indiana",0500000US18141,70.5,18,141
"Scott County, Indiana",0500000US18143,69.3,18,143
"Shelby County, Indiana",0500000US18145,72.2,18,145
"Spencer County, Indiana",0500000US18147,70.7,18,147
"Starke County, Indiana",0500000US18149,64.7,18,149
"Steuben County, Indiana",0500000US18151,55.9,18,151
"Sullivan County, Indiana",0500000US18153,69.5,18,153
"Switzerland County, Indiana",0500000US18155,54.6,18,155
"Tippecanoe County, Indiana",0500000US18157,70.7,18,157
"Tipton County, Indiana",0500000US18159,71.6,18,159
"Union County, Indiana",0500000US18161,69.4,18,161
"Vanderburgh County, Indiana",0500000US18163,70.6,18,163
"Vermillion County, Indiana",0500000US18165,67.6,18,165
"Vigo County, Indiana",0500000US18167,70.3,18,167
"Wabash County, Indiana",0500000US18169,71.1,18,169
"Warren County, Indiana",0500000US18171,70.5,18,171
"Warrick County, Indiana",0500000US18173,75.8,18,173
"Washington County, Indiana",0500000US18175,67.8,18,175
"Wayne County, Indiana",0500000US18177,69.1,18,177
"Wells County, Indiana",0500000US18179,74.3,18,179
"White County, Indiana",0500000US18181,59.4,18,181
"Whitley County, Indiana",0500000US18183,74.8,18,183
"Adair County, Iowa",0500000US19001,74.4,19,001
"Adams County, Iowa",0500000US19003,69.1,19,003
"Allamakee County, Iowa",0500000US19005,63.5,19,005
"Appanoose County, Iowa",0500000US19007,65,19,007
"Audubon County, Iowa",0500000US19009,74,19,009
"Benton County, Iowa",0500000US19011,73.3,19,011
"Black Hawk County, Iowa",0500000US19013,74.6,19,013
"Boone County, Iowa",0500000US19015,72.8,19,015
"Bremer County, Iowa",0500000US19017,80.1,19,017
"Buchanan County, Iowa",0500000US19019,73.5,19,019
"Buena Vista County, Iowa",0500000US19021,73,19,021
"Butler County, Iowa",0500000US19023,77.6,19,023
"Calhoun County, Iowa",0500000US19025,69.9,19,025
"Carroll County, Iowa",0500000US19027,78.1,19,027
"Cass County, Iowa",0500000US19029,73.4,19,029
"Cedar County, Iowa",0500000US19031,75.9,19,031
"Cerro Gordo County, Iowa",0500000US19033,73.5,19,033
"Cherokee County, Iowa",0500000US19035,73.8,19,035
"Chickasaw County, Iowa",0500000US19037,76.9,19,037
"Clarke County, Iowa",0500000US19039,68.3,19,039
"Clay County, Iowa",0500000US19041,71.3,19,041
"Clayton County, Iowa",0500000US19043,71.4,19,043
"Clinton County, Iowa",0500000US19045,74.2,19,045
"Crawford County, Iowa",0500000US19047,72.8,19,047
"Dallas County, Iowa",0500000US19049,74.6,19,049
"Davis County, Iowa",0500000US19051,70.4,19,051
"Decatur County, Iowa",0500000US19053,60.6,19,053
"Delaware County, Iowa",0500000US19055,73.8,19,055
"Des Moines County, Iowa",0500000US19057,72.5,19,057
"Dickinson County, Iowa",0500000US19059,56.2,19,059
"Dubuque County, Iowa",0500000US19061,78.7,19,061
"Emmet County, Iowa",0500000US19063,68.4,19,063
"Fayette County, Iowa",0500000US19065,75.2,19,065
"Floyd County, Iowa",0500000US19067,75.1,19,067
"Franklin County, Iowa",0500000US19069,70.5,19,069
"Fremont County, Iowa",0500000US19071,69.6,19,071
"Greene County, Iowa",0500000US19073,69,19,073
"Grundy County, Iowa",0500000US19075,80.1,19,075
"Guthrie County, Iowa",0500000US19077,65.9,19,077
"Hamilton County, Iowa",0500000US19079,73,19,079
"Hancock County, Iowa",0500000US19081,72.6,19,081
"Hardin County, Iowa",0500000US19083,72.3,19,083
"Harrison County, Iowa",0500000US19085,70,19,085
"Henry County, Iowa",0500000US19087,72.7,19,087
"Howard County, Iowa",0500000US19089,74.4,19,089
"Humboldt County, Iowa",0500000US19091,73.5,19,091
"Ida County, Iowa",0500000US19093,73.4,19,093
"Iowa County, Iowa",0500000US19095,75.9,19,095
"Jackson County, Iowa",0500000US19097,71.6,19,097
"Jasper County, Iowa",0500000US19099,72.2,19,099
"Jefferson County, Iowa",0500000US19101,68.9,19,101
"Johnson County, Iowa",0500000US19103,74.9,19,103
"Jones County, Iowa",0500000US19105,75.4,19,105
"Keokuk County, Iowa",0500000US19107,71,19,107
"Kossuth County, Iowa",0500000US19109,73.5,19,109
"Lee County, Iowa",0500000US19111,71.7,19,111
"Linn County, Iowa",0500000US19113,73.1,19,113
"Louisa County, Iowa",0500000US19115,65.1,19,115
"Lucas County, Iowa",0500000US19117,66.6,19,117
"Lyon County, Iowa",0500000US19119,75.3,19,119
"Madison County, Iowa",0500000US19121,74.1,19,121
"Mahaska County, Iowa",0500000US19123,70.3,19,123
"Marion County, Iowa",0500000US19125,74.4,19,125
"Marshall County, Iowa",0500000US19127,72.5,19,127
"Mills County, Iowa",0500000US19129,70.9,19,129
"Mitchell County, Iowa",0500000US19131,76.9,19,131
"Monona County, Iowa",0500000US19133,69.6,19,133
"Monroe County, Iowa",0500000US19135,66.5,19,135
"Montgomery County, Iowa",0500000US19137,70.7,19,137
"Muscatine County, Iowa",0500000US19139,73.3,19,139
"O'Brien County, Iowa",0500000US19141,75.2,19,141
"Osceola County, Iowa",0500000US19143,72.7,19,143
"Page County, Iowa",0500000US19145,71.1,19,145
"Palo Alto County, Iowa",0500000US19147,69.7,19,147
"Plymouth County, Iowa",0500000US19149,76.4,19,149
"Pocahontas County, Iowa",0500000US19151,70.1,19,151
"Polk County, Iowa",0500000US19153,73,19,153
"Pottawattamie County, Iowa",0500000US19155,72.2,19,155
"Poweshiek County, Iowa",0500000US19157,67.5,19,157
"Ringgold County, Iowa",0500000US19159,62.1,19,159
"Sac County, Iowa",0500000US19161,68.5,19,161
"Scott County, Iowa",0500000US19163,72.8,19,163
"Shelby County, Iowa",0500000US19165,76.1,19,165
"Sioux County, Iowa",0500000US19167,79.2,19,167
"Story County, Iowa",0500000US19169,76.7,19,169
"Tama County, Iowa",0500000US19171,71.8,19,171
"Taylor County, Iowa",0500000US19173,67.6,19,173
"Union County, Iowa",0500000US19175,68.7,19,175
"Van Buren County, Iowa",0500000US19177,66.4,19,177
"Wapello County, Iowa",0500000US19179,70.5,19,179
"Warren County, Iowa",0500000US19181,75.1,19,181
"Washington County, Iowa",0500000US19183,74.2,19,183
"Wayne County, Iowa",0500000US19185,64.1,19,185
"Webster County, Iowa",0500000US19187,71.2,19,187
"Winnebago County, Iowa",0500000US19189,73,19,189
"Winneshiek County, Iowa",0500000US19191,75.2,19,191
"Woodbury County, Iowa",0500000US19193,71.4,19,193
"Worth County, Iowa",0500000US19195,74.5,19,195
"Wright County, Iowa",0500000US19197,68.5,19,197
"Allen County, Kansas",0500000US20001,66.2,20,001
"Anderson County, Kansas",0500000US20003,70.2,20,003
"Atchison County, Kansas",0500000US20005,67.6,20,005
"Barber County, Kansas",0500000US20007,61.7,20,007
"Barton County, Kansas",0500000US20009,71.1,20,009
"Bourbon County, Kansas",0500000US20011,61.5,20,011
"Brown County, Kansas",0500000US20013,68.6,20,013
"Butler County, Kansas",0500000US20015,72.7,20,015
"Chase County, Kansas",0500000US20017,56.1,20,017
"Chautauqua County, Kansas",0500000US20019,57,20,019
"Cherokee County, Kansas",0500000US20021,63.8,20,021
"Cheyenne County, Kansas",0500000US20023,65.7,20,023
"Clark County, Kansas",0500000US20025,63.1,20,025
"Clay County, Kansas",0500000US20027,70.4,20,027
"Cloud County, Kansas",0500000US20029,65.7,20,029
"Coffey County, Kansas",0500000US20031,67.8,20,031
"Comanche County, Kansas",0500000US20033,61.2,20,033
"Cowley County, Kansas",0500000US20035,66.6,20,035
"Crawford County, Kansas",0500000US20037,65.6,20,037
"Decatur County, Kansas",0500000US20039,58.6,20,039
"Dickinson County, Kansas",0500000US20041,71.7,20,041
"Doniphan County, Kansas",0500000US20043,64.5,20,043
"Douglas County, Kansas",0500000US20045,72.8,20,045
"Edwards County, Kansas",0500000US20047,64.2,20,047
"Elk County, Kansas",0500000US20049,56.9,20,049
"Ellis County, Kansas",0500000US20051,72.2,20,051
"Ellsworth County, Kansas",0500000US20053,63.4,20,053
"Finney County, Kansas",0500000US20055,65.5,20,055
"Ford County, Kansas",0500000US20057,63.1,20,057
"Franklin County, Kansas",0500000US20059,70.8,20,059
"Geary County, Kansas",0500000US20061,61.2,20,061
"Gove County, Kansas",0500000US20063,70.7,20,063
"Graham County, Kansas",0500000US20065,66.6,20,065
"Grant County, Kansas",0500000US20067,64.7,20,067
"Gray County, Kansas",0500000US20069,68.9,20,069
"Greeley County, Kansas",0500000US20071,60.4,20,071
"Greenwood County, Kansas",0500000US20073,61.3,20,073
"Hamilton County, Kansas",0500000US20075,51.4,20,075
"Harper County, Kansas",0500000US20077,65,20,077
"Harvey County, Kansas",0500000US20079,74.2,20,079
"Haskell County, Kansas",0500000US20081,63.2,20,081
"Hodgeman County, Kansas",0500000US20083,55.8,20,083
"Jackson County, Kansas",0500000US20085,71.1,20,085
"Jefferson County, Kansas",0500000US20087,71.1,20,087
"Jewell County, Kansas",0500000US20089,58.1,20,089
"Johnson County, Kansas",0500000US20091,76.1,20,091
"Kearny County, Kansas",0500000US20093,59,20,093
"Kingman County, Kansas",0500000US20095,69.8,20,095
"Kiowa County, Kansas",0500000US20097,60.3,20,097
"Labette County, Kansas",0500000US20099,64.3,20,099
"Lane County, Kansas",0500000US20101,63.9,20,101
"Leavenworth County, Kansas",0500000US20103,71.6,20,103
"Lincoln County, Kansas",0500000US20105,63.3,20,105
"Linn County, Kansas",0500000US20107,56.2,20,107
"Logan County, Kansas",0500000US20109,69.3,20,109
"Lyon County, Kansas",0500000US20111,68,20,111
"McPherson County, Kansas",0500000US20113,75.8,20,113
"Marion County, Kansas",0500000US20115,67.8,20,115
"Marshall County, Kansas",0500000US20117,72.2,20,117
"Meade County, Kansas",0500000US20119,63.2,20,119
"Miami County, Kansas",0500000US20121,72.9,20,121
"Mitchell County, Kansas",0500000US20123,66.2,20,123
"Montgomery County, Kansas",0500000US20125,63.4,20,125
"Morris County, Kansas",0500000US20127,62.7,20,127
"Morton County, Kansas",0500000US20129,53.4,20,129
"Nemaha County, Kansas",0500000US20131,74.3,20,131
"Neosho County, Kansas",0500000US20133,69.2,20,133
"Ness County, Kansas",0500000US20135,60.4,20,135
"Norton County, Kansas",0500000US20137,63.9,20,137
"Osage County, Kansas",0500000US20139,69.5,20,139
"Osborne County, Kansas",0500000US20141,63.3,20,141
"Ottawa County, Kansas",0500000US20143,72.8,20,143
"Pawnee County, Kansas",0500000US20145,67.7,20,145
"Phillips County, Kansas",0500000US20147,65.3,20,147
"Pottawatomie County, Kansas",0500000US20149,72.9,20,149
"Pratt County, Kansas",0500000US20151,70.6,20,151
"Rawlins County, Kansas",0500000US20153,59.7,20,153
"Reno County, Kansas",0500000US20155,72,20,155
"Republic County, Kansas",0500000US20157,62.8,20,157
"Rice County, Kansas",0500000US20159,68.9,20,159
"Riley County, Kansas",0500000US20161,69.3,20,161
"Rooks County, Kansas",0500000US20163,63.9,20,163
"Rush County, Kansas",0500000US20165,63.9,20,165
"Russell County, Kansas",0500000US20167,63.5,20,167
"Saline County, Kansas",0500000US20169,78,20,169
"Scott County, Kansas",0500000US20171,71.2,20,171
"Sedgwick County, Kansas",0500000US20173,69.5,20,173
"Seward County, Kansas",0500000US20175,55.5,20,175
"Shawnee County, Kansas",0500000US20177,72.4,20,177
"Sheridan County, Kansas",0500000US20179,70.2,20,179
"Sherman County, Kansas",0500000US20181,62.7,20,181
"Smith County, Kansas",0500000US20183,65.1,20,183
"Stafford County, Kansas",0500000US20185,64.5,20,185
"Stanton County, Kansas",0500000US20187,61.7,20,187
"Stevens County, Kansas",0500000US20189,62,20,189
"Sumner County, Kansas",0500000US20191,68.9,20,191
"Thomas County, Kansas",0500000US20193,70.4,20,193
"Trego County, Kansas",0500000US20195,67.5,20,195
"Wabaunsee County, Kansas",0500000US20197,67.9,20,197
"Wallace County, Kansas",0500000US20199,60.4,20,199
"Washington County, Kansas",0500000US20201,67.6,20,201
"Wichita County, Kansas",0500000US20203,61.3,20,203
"Wilson County, Kansas",0500000US20205,58.8,20,205
"Woodson County, Kansas",0500000US20207,59.1,20,207
"Wyandotte County, Kansas",0500000US20209,63.7,20,209
"Adair County, Kentucky",0500000US21001,67.4,21,001
"Allen County, Kentucky",0500000US21003,65,21,003
"Anderson County, Kentucky",0500000US21005,70.8,21,005
"Ballard County, Kentucky",0500000US21007,53.7,21,007
"Barren County, Kentucky",0500000US21009,68.8,21,009
"Bath County, Kentucky",0500000US21011,50.6,21,011
"Bell County, Kentucky",0500000US21013,43.9,21,013
"Boone County, Kentucky",0500000US21015,74.6,21,015
"Bourbon County, Kentucky",0500000US21017,65.5,21,017
"Boyd County, Kentucky",0500000US21019,68.4,21,019
"Boyle County, Kentucky",0500000US21021,67.4,21,021
"Bracken County, Kentucky",0500000US21023,62.9,21,023
"Breathitt County, Kentucky",0500000US21025,46.8,21,025
"Breckinridge County, Kentucky",0500000US21027,55.2,21,027
"Bullitt County, Kentucky",0500000US21029,73,21,029
"Butler County, Kentucky",0500000US21031,60.5,21,031
"Caldwell County, Kentucky",0500000US21033,69.9,21,033
"Calloway County, Kentucky",0500000US21035,63.6,21,035
"Campbell County, Kentucky",0500000US21037,69.8,21,037
"Carlisle County, Kentucky",0500000US21039,55.4,21,039
"Carroll County, Kentucky",0500000US21041,64.3,21,041
"Carter County, Kentucky",0500000US21043,55.4,21,043
"Casey County, Kentucky",0500000US21045,58.1,21,045
"Christian County, Kentucky",0500000US21047,65.3,21,047
"Clark County, Kentucky",0500000US21049,69.9,21,049
"Clay County, Kentucky",0500000US21051,54.2,21,051
"Clinton County, Kentucky",0500000US21053,54.3,21,053
"Crittenden County, Kentucky",0500000US21055,62.7,21,055
"Cumberland County, Kentucky",0500000US21057,54.2,21,057
"Daviess County, Kentucky",0500000US21059,75.5,21,059
"Edmonson County, Kentucky",0500000US21061,58.8,21,061
"Elliott County, Kentucky",0500000US21063,54.8,21,063
"Estill County, Kentucky",0500000US21065,64.6,21,065
"Fayette County, Kentucky",0500000US21067,67.3,21,067
"Fleming County, Kentucky",0500000US21069,64.7,21,069
"Floyd County, Kentucky",0500000US21071,40.7,21,071
"Franklin County, Kentucky",0500000US21073,68.1,21,073
"Fulton County, Kentucky",0500000US21075,62.2,21,075
"Gallatin County, Kentucky",0500000US21077,48.2,21,077
"Garrard County, Kentucky",0500000US21079,60,21,079
"Grant County, Kentucky",0500000US21081,66.5,21,081
"Graves County, Kentucky",0500000US21083,69.3,21,083
"Grayson County, Kentucky",0500000US21085,63.3,21,085
"Green County, Kentucky",0500000US21087,71.2,21,087
"Greenup County, Kentucky",0500000US21089,59.4,21,089
"Hancock County, Kentucky",0500000US21091,66.2,21,091
"Hardin County, Kentucky",0500000US21093,71.3,21,093
"Harlan County, Kentucky",0500000US21095,32.6,21,095
