,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate (%)
2690,"Colorado County, Texas",20913.0,43.4,50241.0,26689.0,2466.0,11.791708506670492
2691,"San Patricio County, Texas",66867.0,35.1,53332.0,24613.0,10061.0,15.046285910837932
2692,"Rains County, Texas",11246.0,47.6,48308.0,23976.0,1462.0,13.000177841010137
2693,"Randall County, Texas",130552.0,35.6,65564.0,32922.0,12247.0,9.380936331883081
2694,"Real County, Texas",3358.0,54.3,36493.0,20873.0,657.0,19.565217391304348
2695,"San Saba County, Texas",5851.0,40.9,40301.0,22481.0,897.0,15.330712698683985
2696,"Schleicher County, Texas",3122.0,35.2,63432.0,28112.0,320.0,10.249839846252403
2697,"Sterling County, Texas",1139.0,42.4,50000.0,25675.0,185.0,16.242317822651447
2698,"Zavala County, Texas",12152.0,30.8,25988.0,13105.0,4318.0,35.53324555628703
2699,"Calhoun County, Texas",21821.0,37.7,58788.0,26909.0,3409.0,15.622565418633426
2700,"Carson County, Texas",6033.0,41.1,67010.0,31788.0,381.0,6.315266036797613
2701,"Foard County, Texas",1414.0,48.6,50000.0,26034.0,78.0,5.516265912305516
2702,"Freestone County, Texas",19646.0,40.6,45890.0,24060.0,3122.0,15.891275577725745
2703,"Goliad County, Texas",7510.0,46.4,56737.0,30075.0,1215.0,16.178428761651134
2704,"Hamilton County, Texas",8220.0,46.4,46611.0,26522.0,1273.0,15.48661800486618
2705,"Hardeman County, Texas",3990.0,43.6,37995.0,21517.0,548.0,13.734335839598998
2706,"Mitchell County, Texas",8774.0,34.6,52194.0,19741.0,496.0,5.653065876453157
2707,"Titus County, Texas",32664.0,34.0,46980.0,21090.0,6193.0,18.959710996816067
2708,"Briscoe County, Texas",1591.0,46.4,42500.0,23199.0,220.0,13.827781269641735
2709,"Lavaca County, Texas",19859.0,43.9,51708.0,29946.0,2030.0,10.222065562213606
2710,"Liberty County, Texas",79884.0,35.8,48344.0,22153.0,11781.0,14.74763406940063
2711,"Terry County, Texas",12755.0,34.6,42441.0,21938.0,1590.0,12.465699725597805
2712,"Wise County, Texas",63247.0,38.5,59081.0,27447.0,8042.0,12.71522759972805
2713,"Erath County, Texas",41016.0,30.0,47013.0,23511.0,8807.0,21.47210844548469
2714,"Brazoria County, Texas",345995.0,35.6,76426.0,32343.0,33043.0,9.55013800777468
2715,"Motley County, Texas",1114.0,37.6,40598.0,25908.0,136.0,12.208258527827649
2716,"Donley County, Texas",3433.0,41.9,44429.0,23212.0,468.0,13.632391494319837
2717,"Atascosa County, Texas",48139.0,35.4,55194.0,23973.0,6961.0,14.46020897816739
2718,"Coleman County, Texas",8422.0,46.6,40804.0,26436.0,1701.0,20.19710282593208
2719,"Nolan County, Texas",14990.0,38.8,42019.0,23686.0,2445.0,16.31087391594396
2720,"Hudspeth County, Texas",3702.0,38.8,26346.0,12543.0,1109.0,29.956780118854674
2721,"Medina County, Texas",48548.0,38.8,59305.0,25572.0,5850.0,12.049929966219
2722,"Ward County, Texas",11498.0,33.6,63333.0,26860.0,1313.0,11.41937728300574
2723,"Henderson County, Texas",79687.0,43.8,44888.0,24315.0,14023.0,17.597600612396
2724,"Harrison County, Texas",66606.0,37.7,48644.0,25123.0,11605.0,17.423355253280484
2725,"Menard County, Texas",2123.0,49.1,37917.0,23613.0,201.0,9.467734338200659
2726,"Lamar County, Texas",49401.0,40.4,42198.0,23625.0,8644.0,17.497621505637536
2727,"Fayette County, Texas",24963.0,47.2,56941.0,30405.0,2220.0,8.89316187958178
2728,"Williamson County, Texas",508313.0,35.8,79123.0,34575.0,35067.0,6.8987021775953
2729,"Kimble County, Texas",4432.0,52.6,41095.0,26982.0,965.0,21.77346570397112
2730,"Martin County, Texas",5547.0,31.7,71115.0,28560.0,382.0,6.8866053722733005
2731,"Doña Ana County, New Mexico",213849.0,32.9,39114.0,21050.0,58114.0,27.175249825811672
2732,"Oglala Lakota County, South Dakota",14291.0,25.2,27804.0,9334.0,7341.0,51.36799384227836
2733,"Polk County, Texas",46974.0,43.4,43267.0,23023.0,8120.0,17.286158300336357
2734,"Refugio County, Texas",7293.0,42.3,50338.0,23959.0,1181.0,16.19361031125737
2735,"Van Zandt County, Texas",53607.0,43.3,50061.0,25394.0,7489.0,13.970190460201094
2736,"Caldwell County, Texas",40544.0,35.8,51346.0,23366.0,6819.0,16.818764798737174
2737,"Wilbarger County, Texas",12972.0,37.2,43913.0,21938.0,2091.0,16.119333950046254
2738,"Reagan County, Texas",3735.0,33.0,59760.0,25273.0,667.0,17.85809906291834
2739,"Yoakum County, Texas",8481.0,31.7,62500.0,23681.0,1043.0,12.29807805683292
2740,"Hale County, Texas",34527.0,33.0,46012.0,19205.0,6358.0,18.414574101427867
2741,"Shelby County, Texas",25689.0,37.4,38121.0,20686.0,5852.0,22.780178286426096
2742,"Red River County, Texas",12353.0,45.6,35356.0,21177.0,1995.0,16.149923095604308
2743,"Runnels County, Texas",10266.0,41.1,41226.0,22190.0,1624.0,15.819209039548022
2744,"San Jacinto County, Texas",27436.0,44.2,43421.0,22308.0,4679.0,17.054235311269863
2745,"Sutton County, Texas",3894.0,40.2,60996.0,31603.0,251.0,6.445814072932717
2746,"Tom Green County, Texas",116906.0,34.0,49662.0,27513.0,14339.0,12.265409816433715
2747,"Upshur County, Texas",40506.0,40.7,48796.0,24088.0,5513.0,13.610329333925838
2748,"Victoria County, Texas",91518.0,35.7,55740.0,28181.0,13328.0,14.563255315894141
2749,"Waller County, Texas",48443.0,28.8,53506.0,23888.0,7853.0,16.210804450591418
2750,"Wharton County, Texas",41430.0,37.3,50145.0,25867.0,7122.0,17.19044170890659
2751,"Wichita County, Texas",131778.0,34.2,45776.0,23263.0,22027.0,16.715233195222268
2752,"Wilson County, Texas",47205.0,40.4,71942.0,29862.0,4705.0,9.967164495286516
2753,"Borden County, Texas",602.0,42.1,77708.0,38923.0,17.0,2.823920265780731
2754,"Hockley County, Texas",23273.0,33.4,49184.0,22673.0,3354.0,14.411549864650024
2755,"Marion County, Texas",10140.0,49.8,36938.0,25933.0,2225.0,21.942800788954635
2756,"Maverick County, Texas",57471.0,29.6,37734.0,16658.0,13973.0,24.313131840406466
2757,"Midland County, Texas",159883.0,31.8,75815.0,38545.0,13714.0,8.57752231319152
2758,"Grayson County, Texas",126146.0,40.2,52683.0,26535.0,17605.0,13.956050925118513
2759,"Live Oak County, Texas",12043.0,42.3,51480.0,22847.0,1703.0,14.14099476874533
2760,"Llano County, Texas",20195.0,57.1,50524.0,35680.0,2495.0,12.354543203763308
2761,"Palo Pinto County, Texas",28109.0,41.0,45067.0,24840.0,5048.0,17.958660927105196
2762,"Fannin County, Texas",33787.0,41.9,47875.0,23212.0,4580.0,13.555509515494125
2763,"Karnes County, Texas",15051.0,35.3,53051.0,27011.0,2377.0,15.79297056673975
2764,"DeWitt County, Texas",20474.0,41.2,50960.0,28116.0,2975.0,14.530624206310442
2765,"Brazos County, Texas",214231.0,25.8,43907.0,25337.0,51704.0,24.134695725641947
2766,"Callahan County, Texas",13660.0,43.3,40945.0,22205.0,2109.0,15.439238653001464
2767,"Cass County, Texas",30118.0,42.9,41432.0,22145.0,5471.0,18.165216813865463
2768,"Gaines County, Texas",19889.0,28.1,58167.0,22656.0,2180.0,10.96083262104681
2769,"Gregg County, Texas",123402.0,35.4,47970.0,25144.0,21028.0,17.040242459603572
2770,"Gray County, Texas",22962.0,36.7,48314.0,23457.0,3169.0,13.801062625206864
2771,"Madison County, Texas",13979.0,35.2,44004.0,17436.0,1516.0,10.84483868660133
2772,"Lubbock County, Texas",298042.0,30.7,49078.0,26196.0,53614.0,17.988739842035685
2773,"Jack County, Texas",8839.0,40.6,52829.0,25553.0,1395.0,15.782328317682996
2774,"Kaufman County, Texas",114852.0,35.7,63926.0,26631.0,14073.0,12.253160589280117
2775,"Kendall County, Texas",40306.0,42.4,81023.0,39517.0,2255.0,5.594700540862402
2776,"Bosque County, Texas",17955.0,46.5,48677.0,25763.0,2737.0,15.243664717348928
2777,"Floyd County, Texas",5953.0,37.1,48767.0,24347.0,1076.0,18.074920208298337
2778,"Bexar County, Texas",1892004.0,33.3,53999.0,26158.0,304792.0,16.109479683975298
2779,"Bailey County, Texas",7098.0,35.2,43523.0,18662.0,1529.0,21.541279233586927
2780,"Chambers County, Texas",39283.0,35.4,74368.0,31412.0,5031.0,12.807066670060841
2781,"Baylor County, Texas",3602.0,48.1,36157.0,30820.0,458.0,12.715158245419211
2782,"Bell County, Texas",336506.0,30.6,52583.0,25017.0,46671.0,13.869292078001582
2783,"Cameron County, Texas",420201.0,31.4,36095.0,16085.0,129912.0,30.916632754324716
2784,"Denton County, Texas",781321.0,34.9,80290.0,37928.0,64503.0,8.2556337280068
2785,"Orange County, Texas",83909.0,37.7,53667.0,27938.0,11759.0,14.013991347769608
2786,"Hutchinson County, Texas",21704.0,36.9,50035.0,25154.0,3541.0,16.314964983413194
2787,"Washington County, Texas",34667.0,42.0,55793.0,28517.0,4298.0,12.397957711945077
2788,"Morris County, Texas",12530.0,42.9,40227.0,22803.0,1945.0,15.522745411013567
2789,"Stephens County, Texas",9365.0,39.2,45862.0,23044.0,1870.0,19.9679658302189
2790,"Winkler County, Texas",7777.0,32.6,55000.0,23483.0,1378.0,17.71891474861772
2791,"Harris County, Texas",4525519.0,33.1,57791.0,30856.0,751985.0,16.616547184974806
2792,"Andrews County, Texas",17577.0,31.6,70753.0,29903.0,2082.0,11.845024748250555
2793,"Burnet County, Texas",45017.0,44.0,57173.0,29247.0,5473.0,12.157629340027102
2794,"Gillespie County, Texas",25939.0,50.2,56267.0,32557.0,3175.0,12.240255985196036
2795,"Gonzales County, Texas",20558.0,36.9,47516.0,23635.0,3469.0,16.874209553458506
2796,"Dallas County, Texas",2552213.0,33.3,53626.0,29810.0,446611.0,17.498970501286532
2797,"Lynn County, Texas",5785.0,38.1,44922.0,26758.0,1032.0,17.83923941227312
2798,"McMullen County, Texas",600.0,42.0,71389.0,33472.0,42.0,7.0
2799,"Young County, Texas",18166.0,41.5,46351.0,25661.0,2939.0,16.17857536056369
2800,"Zapata County, Texas",14415.0,29.4,34550.0,17817.0,4873.0,33.80506416926812
2801,"Johnson County, Texas",160173.0,36.9,60458.0,26574.0,17201.0,10.739013441716144
2802,"Hood County, Texas",55418.0,46.8,60275.0,32578.0,6722.0,12.129632971236783
2803,"Hopkins County, Texas",35929.0,39.6,47832.0,24236.0,6312.0,17.56798129644577
2804,"McLennan County, Texas",245720.0,33.2,46262.0,24273.0,45691.0,18.594741982744587
2805,"Ochiltree County, Texas",10484.0,31.7,50120.0,24157.0,1351.0,12.886302937809996
2806,"King County, Texas",289.0,32.7,56964.0,29918.0,10.0,3.4602076124567476
2807,"Knox County, Texas",3753.0,40.6,46319.0,21046.0,529.0,14.09539035438316
2808,"Cherokee County, Texas",51594.0,38.0,44294.0,21102.0,9090.0,17.618327712524714
2809,"Concho County, Texas",3858.0,41.9,46696.0,17513.0,221.0,5.728356661482634
2810,"Delta County, Texas",5172.0,43.7,42642.0,22732.0,1168.0,22.583139984532096
2811,"Edwards County, Texas",2111.0,49.1,48462.0,28968.0,147.0,6.963524396020843
2812,"Eastland County, Texas",18278.0,43.0,32135.0,20433.0,3023.0,16.539008644271803
2813,"Jones County, Texas",19969.0,38.6,48601.0,17960.0,2021.0,10.120687064950674
2814,"Jeff Davis County, Texas",2236.0,55.3,46534.0,25167.0,145.0,6.48479427549195
2815,"Jim Hogg County, Texas",5262.0,35.4,31403.0,17761.0,1353.0,25.712656784492587
2816,"Jim Wells County, Texas",41318.0,34.5,41103.0,20631.0,9382.0,22.706810591025704
2817,"Montgomery County, Texas",535187.0,36.7,74323.0,38012.0,54912.0,10.260338909577401
2818,"Dallam County, Texas",7207.0,32.1,45580.0,25221.0,1139.0,15.80407936728181
2819,"Dimmit County, Texas",10822.0,33.5,31384.0,17939.0,3237.0,29.911291812973573
2820,"Webb County, Texas",269624.0,28.4,40442.0,16316.0,83702.0,31.04397234667537
2821,"Fort Bend County, Texas",711421.0,35.8,93645.0,38382.0,56959.0,8.006370348921385
2822,"Armstrong County, Texas",1929.0,45.9,68750.0,31219.0,140.0,7.257646448937273
2823,"Castro County, Texas",7891.0,34.4,44643.0,22292.0,1232.0,15.612723355721709
2824,"Irion County, Texas",1592.0,45.5,63021.0,32307.0,215.0,13.50502512562814
2825,"Kleberg County, Texas",31540.0,27.9,41700.0,19806.0,7003.0,22.203551046290425
2826,"Willacy County, Texas",21839.0,33.4,29104.0,13369.0,7157.0,32.77164705343651
2827,"Cooke County, Texas",39064.0,40.5,60027.0,29067.0,5313.0,13.600757730903133
2828,"Crosby County, Texas",5895.0,37.7,38674.0,20057.0,1209.0,20.508905852417303
2829,"Dawson County, Texas",13095.0,33.1,43201.0,21360.0,2078.0,15.868652157311951
2830,"Fisher County, Texas",3875.0,44.0,45294.0,27750.0,666.0,17.18709677419355
2831,"Duval County, Texas",11434.0,36.8,35443.0,19085.0,2731.0,23.884904670281617
2832,"Burleson County, Texas",17596.0,42.9,52510.0,27112.0,2620.0,14.889747669924983
2833,"Blanco County, Texas",11089.0,49.5,58500.0,31249.0,1180.0,10.64117594012084
2834,"Jasper County, Texas",35444.0,40.4,41960.0,21402.0,5772.0,16.28484369709965
2835,"Jefferson County, Texas",254574.0,36.0,46315.0,25370.0,46222.0,18.156606723388876
2836,"Kinney County, Texas",3631.0,41.1,34926.0,21395.0,354.0,9.749380335995593
2837,"Oldham County, Texas",2083.0,29.9,62426.0,25461.0,170.0,8.161305808929429
2838,"Deaf Smith County, Texas",18947.0,31.8,51543.0,21209.0,3373.0,17.802290600095002
2839,"Galveston County, Texas",321184.0,37.6,65702.0,33870.0,43721.0,13.612446448141876
2840,"El Paso County, Texas",834825.0,31.9,43244.0,19950.0,177980.0,21.319438205611956
2841,"La Salle County, Texas",7418.0,33.9,44601.0,26268.0,535.0,7.212186573200324
2842,"Roberts County, Texas",889.0,37.8,79167.0,34555.0,29.0,3.262092238470191
2843,"Terrell County, Texas",721.0,47.3,26063.0,21204.0,123.0,17.05963938973648
2844,"Tyler County, Texas",21456.0,43.0,44396.0,21172.0,2947.0,13.735085756897837
2845,"Uvalde County, Texas",27015.0,33.8,40781.0,19146.0,4735.0,17.52729964834351
2846,"Wheeler County, Texas",5599.0,39.4,50910.0,25809.0,1056.0,18.860510805500983
2847,"Bowie County, Texas",93635.0,38.2,46283.0,24761.0,15750.0,16.820633310193838
2848,"Archer County, Texas",8793.0,44.8,63192.0,31103.0,769.0,8.745593085408848
2849,"Brewster County, Texas",9220.0,43.1,38906.0,26073.0,981.0,10.63991323210412
2850,"Kent County, Texas",680.0,46.7,52250.0,27515.0,113.0,16.61764705882353
2851,"Hidalgo County, Texas",839539.0,28.9,37097.0,15883.0,263891.0,31.432845883276418
2852,"Smith County, Texas",222277.0,36.6,50742.0,26270.0,35438.0,15.943170008592881
2853,"Somervell County, Texas",8650.0,40.6,52346.0,27095.0,1805.0,20.86705202312139
2854,"Crockett County, Texas",3836.0,35.5,52310.0,23296.0,787.0,20.51616266944734
2855,"Millard County, Utah",12651.0,35.5,59312.0,23283.0,1454.0,11.493162595842225
2856,"Tooele County, Utah",63357.0,31.1,66542.0,24069.0,4318.0,6.815347948924349
2857,"Washington County, Utah",155577.0,35.9,55175.0,25415.0,21878.0,14.062489956741677
2858,"Kane County, Utah",7246.0,42.2,50266.0,24836.0,795.0,10.971570521667127
2859,"Summit County, Utah",39731.0,38.8,94952.0,52671.0,2966.0,7.465203493493745
2860,"Grand County, Utah",9544.0,39.8,46658.0,25662.0,1190.0,12.468566638725902
2861,"Piute County, Utah",1860.0,40.6,41750.0,17455.0,235.0,12.634408602150538
2862,"Rich County, Utah",2307.0,34.3,52917.0,19512.0,414.0,17.945383615084527
2863,"Wasatch County, Utah",29306.0,33.3,74552.0,30086.0,2265.0,7.728792738688323
2864,"Beaver County, Utah",6414.0,33.3,47878.0,21128.0,667.0,10.399126909884627
2865,"Box Elder County, Utah",52182.0,32.3,58835.0,22808.0,5260.0,10.080104250507837
2866,"Iron County, Utah",48504.0,29.1,45422.0,19791.0,10001.0,20.618918027379184
2867,"Sanpete County, Utah",28892.0,31.7,50928.0,17426.0,4365.0,15.107988370483179
2868,"Sevier County, Utah",20961.0,34.9,50850.0,21196.0,2731.0,13.02895854205429
2869,"Utah County, Utah",576496.0,24.5,67042.0,23207.0,66394.0,11.516818850434348
2870,"Weber County, Utah",244101.0,32.3,62036.0,25275.0,29277.0,11.993805842663487
2871,"Duchesne County, Utah",20259.0,30.3,63000.0,23323.0,2517.0,12.42410780393899
2872,"San Juan County, Utah",15193.0,31.6,42581.0,17385.0,4189.0,27.571908115579543
2873,"Salt Lake County, Utah",1106700.0,32.4,67922.0,30134.0,114135.0,10.313092979127134
2874,"Uintah County, Utah",36343.0,30.1,67012.0,25001.0,4163.0,11.454750570949013
2875,"Daggett County, Utah",702.0,47.3,85000.0,28533.0,23.0,3.2763532763532766
2876,"Davis County, Utah",334977.0,30.6,75961.0,28293.0,20755.0,6.195947781489475
2877,"Wayne County, Utah",2700.0,40.4,42444.0,22195.0,246.0,9.11111111111111
2878,"Carbon County, Utah",20512.0,36.4,46994.0,22536.0,3240.0,15.795631825273011
2879,"Emery County, Utah",10410.0,35.0,51852.0,21465.0,1339.0,12.862632084534102
2880,"Morgan County, Utah",11014.0,32.4,86071.0,30457.0,267.0,2.4241873978572728
2881,"Cache County, Utah",120288.0,25.0,53812.0,21752.0,17793.0,14.791999201915402
2882,"Garfield County, Utah",5020.0,41.2,51700.0,23228.0,633.0,12.609561752988048
2883,"Juab County, Utah",10694.0,30.7,57590.0,20457.0,1346.0,12.586497101178232
2884,"Rutland County, Vermont",59676.0,46.4,52635.0,28443.0,6541.0,10.960855285206783
2885,"Orleans County, Vermont",26951.0,45.4,45664.0,25392.0,3682.0,13.661830729843048
2886,"Grand Isle County, Vermont",6950.0,48.1,66111.0,38635.0,518.0,7.453237410071942
2887,"Orange County, Vermont",28901.0,45.7,56584.0,29651.0,3249.0,11.241825542368776
2888,"Chittenden County, Vermont",160985.0,36.6,66906.0,36384.0,17057.0,10.595397086685095
2889,"Lamoille County, Vermont",25191.0,40.5,54899.0,31390.0,3439.0,13.651701004326942
2890,"Windsor County, Vermont",55485.0,47.4,56828.0,34264.0,5575.0,10.047760656033162
2891,"Franklin County, Vermont",48816.0,39.9,62214.0,30624.0,3879.0,7.946165191740413
2892,"Caledonia County, Vermont",30576.0,43.7,47371.0,25896.0,3629.0,11.868785975928834
2893,"Windham County, Vermont",43332.0,46.8,50831.0,29819.0,5876.0,13.560417243607496
2894,"Bennington County, Vermont",36054.0,46.6,52251.0,31313.0,4443.0,12.323181893825927
2895,"Addison County, Vermont",36825.0,43.4,61875.0,31051.0,2638.0,7.163611676849966
2896,"Essex County, Vermont",6203.0,50.0,38767.0,23022.0,960.0,15.476382395615024
2897,"Washington County, Vermont",58691.0,43.5,60602.0,32137.0,6658.0,11.34415838885008
2898,"Charles City County, Virginia",7022.0,49.8,55069.0,32689.0,923.0,13.144403303902022
2899,"Culpeper County, Virginia",49795.0,38.8,69693.0,29979.0,4305.0,8.645446329952806
2900,"Dinwiddie County, Virginia",28033.0,42.9,54640.0,25981.0,4062.0,14.490065280205473
2901,"Greene County, Virginia",19213.0,39.6,62952.0,30215.0,1787.0,9.300994118565555
2902,"Hanover County, Virginia",103218.0,42.6,84955.0,37924.0,5832.0,5.650177294657908
2903,"Lunenburg County, Virginia",12369.0,45.4,39537.0,18555.0,2118.0,17.12345379577977
2904,"Orange County, Virginia",35265.0,41.9,67196.0,30660.0,3054.0,8.660144619310932
2905,"Emporia city, Virginia",5495.0,35.9,27426.0,18548.0,1631.0,29.681528662420384
2906,"Wythe County, Virginia",29048.0,44.4,46119.0,24879.0,4373.0,15.054392729275682
2907,"Chesapeake city, Virginia",235410.0,36.6,72214.0,32123.0,21962.0,9.32925534174419
2908,"Colonial Heights city, Virginia",17582.0,40.1,50952.0,27608.0,2312.0,13.149812308042316
2909,"Harrisonburg city, Virginia",53064.0,24.8,43009.0,20134.0,13231.0,24.934041911653853
2910,"Albemarle County, Virginia",105105.0,38.6,72265.0,39273.0,9581.0,9.115646258503402
2911,"Bland County, Virginia",6524.0,45.3,46927.0,23505.0,478.0,7.326793378295524
2912,"Bedford County, Virginia",77319.0,45.9,59405.0,30633.0,6830.0,8.833533801523558
2913,"Botetourt County, Virginia",33149.0,47.2,64733.0,34733.0,2517.0,7.592989230444357
2914,"Buckingham County, Virginia",17048.0,42.7,46610.0,19702.0,2492.0,14.617550445800093
2915,"Wise County, Virginia",39539.0,40.3,38255.0,21694.0,7269.0,18.384379979260984
2916,"Bristol city, Virginia",17077.0,42.3,37844.0,21589.0,3565.0,20.87603208994554
2917,"Covington city, Virginia",5675.0,44.2,35546.0,22098.0,1108.0,19.524229074889867
2918,"Portsmouth city, Virginia",95536.0,35.2,48727.0,24291.0,16302.0,17.063724669234634
2919,"Williamsburg city, Virginia",14817.0,24.5,54606.0,26921.0,2278.0,15.374232300735642
2920,"Virginia Beach city, Virginia",450057.0,35.6,70500.0,34607.0,35276.0,7.83811828279529
2921,"Alleghany County, Virginia",15489.0,46.9,46020.0,25952.0,2917.0,18.832719994835045
2922,"Carroll County, Virginia",29767.0,47.0,41145.0,23690.0,4296.0,14.432089226324454
2923,"Galax city, Virginia",6788.0,46.6,31311.0,22572.0,1381.0,20.344725987035947
2924,"Washington County, Virginia",54457.0,45.5,44844.0,25640.0,7671.0,14.086343353471547
2925,"Westmoreland County, Virginia",17596.0,47.6,55688.0,32265.0,1667.0,9.473744032734713
2926,"Northumberland County, Virginia",12254.0,56.5,56677.0,33364.0,1654.0,13.49763342582014
2927,"Page County, Virginia",23694.0,45.0,46140.0,24057.0,3988.0,16.831265299231873
2928,"Pulaski County, Virginia",34330.0,46.2,49691.0,26328.0,4623.0,13.466355956889018
2929,"Warren County, Virginia",38991.0,40.6,65353.0,30009.0,3749.0,9.615039368059296
2930,"Alexandria city, Virginia",154710.0,36.4,93370.0,57019.0,16068.0,10.385883265464416
2931,"Danville city, Virginia",41911.0,40.6,34951.0,21882.0,8629.0,20.58886688458877
2932,"Fredericksburg city, Virginia",28135.0,29.9,57258.0,32359.0,4169.0,14.817842544872935
2933,"Hampton city, Virginia",136255.0,35.8,52021.0,27053.0,19633.0,14.409012513302264
2934,"Amherst County, Virginia",31819.0,43.9,49677.0,24296.0,4172.0,13.111662842955466
2935,"Arlington County, Virginia",229534.0,34.4,112138.0,67061.0,18502.0,8.060679463608878
2936,"Bath County, Virginia",4458.0,47.3,44483.0,28195.0,405.0,9.08479138627187
2937,"Hopewell city, Virginia",22353.0,36.5,40712.0,22668.0,4670.0,20.8920502840782
2938,"Buchanan County, Virginia",22611.0,46.3,30828.0,19241.0,5726.0,25.32395736588386
2939,"Newport News city, Virginia",180775.0,33.2,51082.0,26028.0,28194.0,15.596183100539344
2940,"Frederick County, Virginia",83784.0,40.5,71037.0,32554.0,4591.0,5.479566504344505
2941,"Stafford County, Virginia",141159.0,35.2,103005.0,39158.0,6517.0,4.616779659816236
2942,"Lynchburg city, Virginia",79237.0,28.3,41971.0,22439.0,15311.0,19.323043527644913
2943,"York County, Virginia",67196.0,39.6,86781.0,38193.0,3446.0,5.128281445324126
2944,"Richmond city, Virginia",220892.0,33.5,42356.0,30113.0,52942.0,23.967368668851748
2945,"Martinsville city, Virginia",13256.0,41.5,33545.0,22544.0,3053.0,23.031080265540133
2946,"Nelson County, Virginia",14863.0,49.7,53834.0,33597.0,2195.0,14.76821637623629
2947,"Essex County, Virginia",11083.0,44.8,50629.0,25730.0,1355.0,12.225931606965624
2948,"Pittsylvania County, Virginia",61970.0,46.4,44356.0,23597.0,8949.0,14.440858479909634
2949,"Norton city, Virginia",4043.0,37.2,26971.0,19297.0,1026.0,25.377195152114766
2950,"Staunton city, Virginia",24273.0,42.0,46435.0,27571.0,3050.0,12.565401886870186
2951,"Fluvanna County, Virginia",26109.0,42.6,67964.0,31952.0,1517.0,5.810256999502087
2952,"Amelia County, Virginia",12802.0,46.5,58535.0,26118.0,1645.0,12.849554757069209
2953,"Radford city, Virginia",17380.0,22.7,36082.0,19539.0,5377.0,30.937859608745686
2954,"Winchester city, Virginia",27516.0,37.6,49330.0,28429.0,3317.0,12.05480447739497
2955,"Accomack County, Virginia",32840.0,46.0,42260.0,24266.0,6416.0,19.53714981729598
2956,"Craig County, Virginia",5131.0,47.5,53526.0,26753.0,478.0,9.315922822061976
2957,"Floyd County, Virginia",15594.0,46.0,48396.0,25446.0,1868.0,11.978966269077851
2958,"Giles County, Virginia",16867.0,44.4,49734.0,25004.0,1873.0,11.104523626015297
2959,"Grayson County, Virginia",15708.0,47.4,32048.0,20525.0,3044.0,19.378660555131145
2960,"Nottoway County, Virginia",15537.0,41.3,38410.0,19452.0,3039.0,19.559760571538906
2961,"Rappahannock County, Virginia",7359.0,49.5,62541.0,38185.0,653.0,8.873488245685555
2962,"Tazewell County, Virginia",42689.0,44.3,40309.0,24325.0,6430.0,15.062428260207547
2963,"Buena Vista city, Virginia",6495.0,36.4,33672.0,17969.0,1248.0,19.214780600461893
2964,"Falls Church city, Virginia",13843.0,39.7,114795.0,65510.0,405.0,2.9256664017915193
2965,"Manassas Park city, Virginia",16117.0,34.1,79131.0,29641.0,1643.0,10.194204876838121
2966,"Petersburg city, Virginia",32037.0,38.3,33939.0,21992.0,8646.0,26.987545650341794
2967,"Poquoson city, Virginia",12022.0,42.2,88328.0,39305.0,581.0,4.832806521377474
2968,"Sussex County, Virginia",11595.0,40.4,44608.0,15882.0,1244.0,10.728762397585166
2969,"Fairfax city, Virginia",23580.0,39.0,106870.0,46489.0,1797.0,7.620865139949109
2970,"Waynesboro city, Virginia",21620.0,40.0,42112.0,23640.0,3691.0,17.072155411655874
2971,"Manassas city, Virginia",41379.0,33.5,77551.0,30572.0,3633.0,8.779815848618865
2972,"Roanoke city, Virginia",99572.0,38.4,41483.0,24697.0,21046.0,21.13646406620335
2973,"Salem city, Virginia",25521.0,41.1,53990.0,30141.0,2054.0,8.048273970455703
2974,"Suffolk city, Virginia",88057.0,38.1,68089.0,31239.0,9757.0,11.080322972620008
2975,"Norfolk city, Virginia",245752.0,30.4,47137.0,26670.0,46251.0,18.820192714606595
2976,"Charlotte County, Virginia",12176.0,45.2,38350.0,19830.0,2709.0,22.24868593955322
2977,"Chesterfield County, Virginia",335594.0,38.8,76969.0,35370.0,23707.0,7.064190658950994
2978,"Fairfax County, Virginia",1142004.0,37.9,117515.0,52976.0,69528.0,6.088244874799037
2979,"Greensville County, Virginia",11606.0,41.1,42121.0,16835.0,1447.0,12.467689126313976
2980,"Isle of Wight County, Virginia",36090.0,44.4,67767.0,33172.0,3692.0,10.229980604045442
2981,"James City County, Virginia",73028.0,45.9,80772.0,42047.0,5397.0,7.390316043161527
2982,"Russell County, Virginia",27725.0,44.8,40083.0,21673.0,4829.0,17.417493237150588
2983,"Franklin city, Virginia",8334.0,38.7,38760.0,24820.0,1361.0,16.33069354451644
2984,"Smyth County, Virginia",31298.0,44.6,40544.0,22319.0,5316.0,16.985110869704133
2985,"Charlottesville city, Virginia",46487.0,30.9,54739.0,32860.0,10759.0,23.14410480349345
2986,"Lexington city, Virginia",7113.0,21.6,37309.0,16668.0,764.0,10.740896949247857
2987,"Campbell County, Virginia",55158.0,42.8,48823.0,26417.0,6366.0,11.541390188186664
2988,"Henrico County, Virginia",324073.0,38.3,66447.0,36497.0,33510.0,10.34026284201399
2989,"Henry County, Virginia",51956.0,46.8,36779.0,21473.0,9843.0,18.944876433905613
2990,"King George County, Virginia",25564.0,37.1,84770.0,35676.0,1449.0,5.668127053669222
